Year,TotalTDFDistance,Stage
1938,4694,Stage 10.3 : Béziers > Montpellier
1938,4694,Stage 12 : Marseille > Cannes
1938,4694,Stage 11 : Montpellier > Marseille
1938,4694,Stage 21 : Lille > Paris
1938,4694,Stage 20.3 : St-Quentin > Lille
1938,4694,Stage 20.2 : Laon > St-Quentin
1938,4694,Stage 19 : Metz > Reims
1938,4694,Stage 18 : Strasbourg > Metz
1938,4694,Stage 20.1 : Reims > Laon
1938,4694,Stage 17.2 : Belfort > Strasbourg
1938,4694,Stage 16 : Aix-les-Bains > Besançon
1938,4694,Stage 15 : Briançon > Aix-les-Bains
1938,4694,Stage 14 : Digne-les-Bains > Briançon
1938,4694,Stage 13 : Cannes > Digne-les-Bains
1938,4694,Stage 17.1 : Besançon > Belfort
1939,4224,Stage 9 : Pau > Toulouse
1939,4224,Stage 8.2 : Salies-de-Béarn > Pau
1939,4224,Stage 8.1 : Bordeaux > Salies-de-Béarn
1939,4224,Stage 7 : Royan > Bordeaux
1939,4224,Stage 6.2 : La Rochelle > Royan
1939,4224,Stage 1 : Paris > Caen
1939,4224,Stage 5 : Lorient > Nantes
1939,4224,Stage 4 : Brest > Lorient
1939,4224,Stage 3 : Rennes > Brest
1939,4224,Stage 2.2 : Vire > Rennes
1939,4224,Stage 2.1 : Caen > Vire
1939,4224,Stage 6.1 : Nantes > La Rochelle
1939,4224,Stage 10.1 : Toulouse > Narbonne
1939,4224,Stage 14 : Monaco > Digne-les-Bains
1939,4224,Stage 10.3 : Béziers > Montpellier
1939,4224,Stage 10.2 : Narbonne > Béziers
1939,4224,Stage 18.2 : Troyes > Paris
1939,4224,Stage 18.1 : Dijon > Troyes
1939,4224,Stage 17.2 : Dôle > Dijon
1939,4224,Stage 17.1 : Annecy > Dôle
1939,4224,Stage 16.3 : Bourg Saint Maurice > Annecy
1939,4224,Stage 16.1 : Briançon > Bonneval-sur-Arc
1939,4224,Stage 15 : Digne-les-Bains > Briançon
1939,4224,Stage 13 : Monaco > Monaco
1939,4224,Stage 12.2 : Saint-Raphaël > Monaco
1939,4224,Stage 12.1 : Marseille > Saint-Raphaël
1939,4224,Stage 11 : Montpellier > Marseille
1939,4224,Stage 16.2 : Bonneval-sur-Arc > Bourg Saint Maurice
1947,4642,Stage 8 : Grenoble > Briançon
1947,4642,Stage 1 : Paris > Lille
1947,4642,Stage 2 : Lille > Bruxelles
1947,4642,Stage 3 : Bruxelles > Luxembourg
1947,4642,Stage 4 : Luxembourg > Strasbourg
1947,4642,Stage 5 : Strasbourg > Besançon
1947,4642,Stage 6 : Besançon > Lyon
1947,4642,Stage 7 : Lyon > Grenoble
1947,4642,Stage 9 : Briançon > Digne-les-Bains
1947,4642,Stage 10 : Digne-les-Bains > Nice
1947,4642,Stage 12 : Marseille > Montpellier
1947,4642,Stage 13 : Montpellier > Carcassonne
1947,4642,Stage 14 : Carcassonne > Luchon
1947,4642,Stage 15 : Luchon > Pau
1947,4642,Stage 16 : Pau > Bordeaux
1947,4642,Stage 17 : Bordeaux > Les Sables
1947,4642,Stage 18 : Les Sables > Nantes
1947,4642,Stage 19 : Vannes > Saint-Brieuc
1947,4642,Stage 20 : Saint-Brieuc > Caen
1947,4642,Stage 21 : Caen > Paris
1947,4642,Stage 11 : Nice > Marseille
1948,4922,Stage 6 : Bordeaux > Biarritz
1948,4922,Stage 7 : Biarritz > Lourdes
1948,4922,Stage 5 : La Rochelle > Bordeaux
1948,4922,Stage 8 : Lourdes > Toulouse
1948,4922,Stage 3 : Dinard > Nantes
1948,4922,Stage 2 : Trouville > Dinard
1948,4922,Stage 1 : Paris > Trouville
1948,4922,Stage 9 : Toulouse > Montpellier
1948,4922,Stage 4 : Nantes > La Rochelle
1948,4922,Stage 10 : Montpellier > Marseille
1948,4922,Stage 19 : Metz > Liège
1948,4922,Stage 12 : San Remo > Cannes
1948,4922,Stage 13 : Cannes > Briançon
1948,4922,Stage 14 : Briançon > Aix-les-Bains
1948,4922,Stage 15 : Aix-les-Bains > Lausanne
1948,4922,Stage 16 : Lausanne > Mulhouse
1948,4922,Stage 17 : Mulhouse > Strasbourg
1948,4922,Stage 18 : Strasbourg > Metz
1948,4922,Stage 20 : Liège > Roubaix
1948,4922,Stage 11 : Marseille > San Remo
1948,4922,Stage 21 : Roubaix > Paris
1949,4808,Stage 8 : La Rochelle > Bordeaux
1949,4808,Stage 7 : Les Sables > La Rochelle
1949,4808,Stage 5 : Rouen > Saint-Malo
1949,4808,Stage 1 : Paris > Reims
1949,4808,Stage 3 : Bruxelles > Boulogne-sur-Mer
1949,4808,Stage 2 : Reims > Bruxelles
1949,4808,Stage 9 : Bordeaux > Saint-Sébastien
1949,4808,Stage 4 : Boulogne-sur-Mer > Rouen
1949,4808,Stage 10 : Saint-Sébastien > Pau
1949,4808,Stage 6 : Saint-Malo > Les Sables
1949,4808,Stage 12 : Luchon > Toulouse
1949,4808,Stage 13 : Toulouse > Nimes
1949,4808,Stage 14 : Nimes > Marseille
1949,4808,Stage 15 : Marseille > Cannes
1949,4808,Stage 16 : Cannes > Briançon
1949,4808,Stage 17 : Briançon > Aoste
1949,4808,Stage 18 : Aoste > Lausanne
1949,4808,Stage 19 : Lausanne > Colmar
1949,4808,Stage 20 : Colmar > Nancy
1949,4808,Stage 21 : Nancy > Paris
1949,4808,Stage 11 : Pau > Luchon
1950,4773,Stage 8 : Angers > Niort
1950,4773,Stage 7 : Saint-Brieuc > Angers
1950,4773,Stage 6 : Dinard > Saint-Brieuc
1950,4773,Stage 9 : Niort > Bordeaux
1950,4773,Stage 1 : Paris > Metz
1950,4773,Stage 4 : Lille > Rouen
1950,4773,Stage 3 : Liège > Lille
1950,4773,Stage 2 : Metz > Liège
1950,4773,Stage 5 : Rouen > Dinard
1950,4773,Stage 10 : Bordeaux > Pau
1950,4773,Stage 17 : Nice > Gap
1950,4773,Stage 12 : Saint Gaudens > Perpignan
1950,4773,Stage 22 : Dijon > Paris
1950,4773,Stage 21 : Lyon > Dijon
1950,4773,Stage 20 : Saint-Etienne > Lyon
1950,4773,Stage 19 : Briançon > Saint-Etienne
1950,4773,Stage 11 : Pau > Saint Gaudens
1950,4773,Stage 16 : Menton > Nice
1950,4773,Stage 15 : Toulon > Menton
1950,4773,Stage 14 : Nimes > Toulon
1950,4773,Stage 13 : Perpignan > Nimes
1950,4773,Stage 18 : Gap > Briançon
1951,4690,Stage 11 : Brive-la-Gaillarde > Agen
1951,4690,Stage 2 : Reims > Gand
1951,4690,Stage 3 : Gand > Le Tréport
1951,4690,Stage 4 : Le Tréport > Paris
1951,4690,Stage 5 : Paris > Caen
1951,4690,Stage 6 : Caen > Rennes
1951,4690,Stage 7 : La Guerche > Angers
1951,4690,Stage 8 : Angers > Limoges
1951,4690,Stage 9 : Limoges > Clermont-Ferrand
1951,4690,Stage 10 : Clermont-Ferrand > Brive-la-Gaillarde
1951,4690,Stage 1 : Metz > Reims
1951,4690,Stage 12 : Agen > Dax
1951,4690,Stage 14 : Tarbes > Luchon
1951,4690,Stage 13 : Dax > Tarbes
1951,4690,Stage 23 : Genève > Dijon
1951,4690,Stage 22 : Aix-les-Bains > Genève
1951,4690,Stage 21 : Briançon > Aix-les-Bains
1951,4690,Stage 20 : Gap > Briançon
1951,4690,Stage 24 : Dijon > Paris
1951,4690,Stage 18 : Avignon > Marseille
1951,4690,Stage 17 : Montpellier > Avignon
1951,4690,Stage 16 : Carcassonne > Montpellier
1951,4690,Stage 15 : Luchon > Carcassonne
1951,4690,Stage 19 : Marseille > Gap
1952,4898,Stage 1 : Brest > Rennes
1952,4898,Stage 2 : Rennes > Le Mans
1952,4898,Stage 3 : Le Mans > Rouen
1952,4898,Stage 4 : Rouen > Roubaix
1952,4898,Stage 10 : Lausanne > Alpe d'Huez
1952,4898,Stage 6 : Namur > Metz
1952,4898,Stage 7 : Metz > Nancy
1952,4898,Stage 8 : Nancy > Mulhouse
1952,4898,Stage 9 : Mulhouse > Lausanne
1952,4898,Stage 11 : Bourg-d'Oisans > Sestrières
1952,4898,Stage 5 : Roubaix > Namur
1952,4898,Stage 13 : Monaco > Aix en Provence
1952,4898,Stage 12 : Sestrières > Monaco
1952,4898,Stage 22 : Puy-de-Dôme > Vichy
1952,4898,Stage 21 : Limoges > Puy-de-Dôme
1952,4898,Stage 20 : Bordeaux > Limoges
1952,4898,Stage 19 : Pau > Bordeaux
1952,4898,Stage 23 : Vichy > Paris
1952,4898,Stage 17 : Toulouse > Bagnères-de-Bigorre
1952,4898,Stage 16 : Perpignan > Toulouse
1952,4898,Stage 15 : Avignon > Perpignan
1952,4898,Stage 14 : Aix en Provence > Avignon
1952,4898,Stage 18 : Bagnères-de-Bigorre > Pau
1953,4476,Stage 1 : Strasbourg > Metz
1953,4476,Stage 2 : Metz > Liège
1953,4476,Stage 3 : Liège > Lille
1953,4476,Stage 4 : Lille > Dieppe
1953,4476,Stage 5 : Dieppe > Caen
1953,4476,Stage 6 : Caen > Le Mans
1953,4476,Stage 7 : Le Mans > Nantes
1953,4476,Stage 9 : Bordeaux > Pau
1953,4476,Stage 8 : Nantes > Bordeaux
1953,4476,Stage 10 : Pau > Cauterets
1953,4476,Stage 15 : Nimes > Marseille
1953,4476,Stage 12 : Luchon > Albi
1953,4476,Stage 22 : Montluçon > Paris
1953,4476,Stage 21 : Saint-Etienne > Montluçon
1953,4476,Stage 20 : Lyon > Saint-Etienne
1953,4476,Stage 19 : Briançon > Lyon
1953,4476,Stage 11 : Cauterets > Luchon
1953,4476,Stage 17 : Monaco > Gap
1953,4476,Stage 16 : Marseille > Monaco
1953,4476,Stage 14 : Béziers > Nimes
1953,4476,Stage 13 : Albi > Béziers
1953,4476,Stage 18 : Gap > Briançon
1954,4656,Stage 10 : Bordeaux > Bayonne
1954,4656,Stage 2 : Anvers Brasschaat > Lille
1954,4656,Stage 3 : Lille > Rouen
1954,4656,Stage 4.1 : Rouen > Les Essarts
1954,4656,Stage 4.2 : Les Essarts > Caen
1954,4656,Stage 5 : Caen > Saint-Brieuc
1954,4656,Stage 6 : Saint-Brieuc > Brest
1954,4656,Stage 7 : Brest > Vannes
1954,4656,Stage 8 : Vannes > Angers
1954,4656,Stage 9 : Angers > Bordeaux
1954,4656,Stage 11 : Bayonne > Pau
1954,4656,Stage 1 : Amsterdam > Anvers Brasschaat
1954,4656,Stage 13 : Luchon > Toulouse
1954,4656,Stage 22 : Nancy > Troyes
1954,4656,Stage 21.2 : Epinal > Nancy
1954,4656,Stage 21.1 : Besançon > Epinal
1954,4656,Stage 20 : Aix-les-Bains > Besançon
1954,4656,Stage 19 : Briançon > Aix-les-Bains
1954,4656,Stage 23 : Troyes > Paris
1954,4656,Stage 17 : Lyon > Grenoble
1954,4656,Stage 18 : Grenoble > Briançon
1954,4656,Stage 14 : Toulouse > Millau
1954,4656,Stage 12 : Pau > Luchon
1954,4656,Stage 16 : Le Puy en Velay > Lyon
1954,4656,Stage 15 : Millau > Le Puy en Velay
1955,4495,Stage 10 : Monaco > Marseille
1955,4495,Stage 1.1 : Le Havre > Dieppe
1955,4495,Stage 1.2 : Dieppe > Dieppe
1955,4495,Stage 2 : Dieppe > Roubaix
1955,4495,Stage 4 : Namur > Metz
1955,4495,Stage 5 : Metz > Colmar
1955,4495,Stage 6 : Colmar > Zurich
1955,4495,Stage 7 : Zurich > Thonon
1955,4495,Stage 8 : Thonon > Briançon
1955,4495,Stage 9 : Briançon > Monaco
1955,4495,Stage 3 : Roubaix > Namur
1955,4495,Stage 11 : Marseille > Avignon
1955,4495,Stage 13 : Millau > Albi
1955,4495,Stage 14 : Albi > Narbonne
1955,4495,Stage 15 : Narbonne > Ax-les-Thermes
1955,4495,Stage 16 : Ax-les-Thermes > Toulouse
1955,4495,Stage 17 : Toulouse > Saint Gaudens
1955,4495,Stage 18 : Saint Gaudens > Pau
1955,4495,Stage 19 : Pau > Bordeaux
1955,4495,Stage 20 : Bordeaux > Poitiers
1955,4495,Stage 21 : Châtellerault > Tours
1955,4495,Stage 22 : Tours > Paris
1955,4495,Stage 12 : Avignon > Millau
1956,4498,Stage 8 : Angers > La Rochelle
1956,4498,Stage 7 : Lorient > Angers
1956,4498,Stage 6 : Saint-Malo > Lorient
1956,4498,Stage 5 : Caen > Saint-Malo
1956,4498,Stage 9 : La Rochelle > Bordeaux
1956,4498,Stage 3.2 : Les Essarts > Les Essarts
1956,4498,Stage 3.1 : Lille > Rouen
1956,4498,Stage 2 : Liège > Lille
1956,4498,Stage 1 : Reims > Liège
1956,4498,Stage 4 : Rouen > Caen
1956,4498,Stage 10 : Bordeaux > Bayonne
1956,4498,Stage 22 : Montluçon > Paris
1956,4498,Stage 12 : Pau > Luchon
1956,4498,Stage 21 : Lyon > Montluçon
1956,4498,Stage 20 : Saint-Etienne > Lyon
1956,4498,Stage 19 : Grenoble > Saint-Etienne
1956,4498,Stage 18 : Turin > Grenoble
1956,4498,Stage 11 : Bayonne > Pau
1956,4498,Stage 16 : Aix en Provence > Gap
1956,4498,Stage 15 : Montpellier > Aix en Provence
1956,4498,Stage 14 : Toulouse > Montpellier
1956,4498,Stage 13 : Luchon > Toulouse
1956,4498,Stage 17 : Gap > Turin
1957,4669,Stage 10 : Thonon > Briançon
1957,4669,Stage 2 : Granville > Caen
1957,4669,Stage 3.1 : Caen > Caen
1957,4669,Stage 3.2 : Caen > Rouen
1957,4669,Stage 4 : Rouen > Roubaix
1957,4669,Stage 5 : Roubaix > Charleroi
1957,4669,Stage 6 : Charleroi > Metz
1957,4669,Stage 7 : Metz > Colmar
1957,4669,Stage 8 : Colmar > Besançon
1957,4669,Stage 9 : Besançon > Thonon
1957,4669,Stage 1 : Nantes > Granville
1957,4669,Stage 11 : Briançon > Cannes
1957,4669,Stage 13 : Marseille > Alès
1957,4669,Stage 14 : Alès > Perpignan
1957,4669,Stage 15.1 : Perpignan > Barcelone
1957,4669,Stage 15.2 : Barcelone > Barcelone
1957,4669,Stage 16 : Barcelone > Ax-les-Thermes
1957,4669,Stage 17 : Ax-les-Thermes > Saint Gaudens
1957,4669,Stage 18 : Saint Gaudens > Pau
1957,4669,Stage 19 : Pau > Bordeaux
1957,4669,Stage 20 : Bordeaux > Libourne
1957,4669,Stage 21 : Libourne > Tours
1957,4669,Stage 22 : Tours > Paris
1957,4669,Stage 12 : Cannes > Marseille
1958,4319,Stage 10 : Saint Nazaire > Royan
1958,4319,Stage 9 : Quimper > Saint Nazaire
1958,4319,Stage 8 : Chateaulin > Chateaulin
1958,4319,Stage 7 : Saint-Brieuc > Brest
1958,4319,Stage 11 : Royan > Bordeaux
1958,4319,Stage 5 : Versailles > Caen
1958,4319,Stage 4 : Le Tréport > Versailles
1958,4319,Stage 3 : Dunkerque > Le Tréport
1958,4319,Stage 2 : Gand > Dunkerque
1958,4319,Stage 6 : Caen > Saint-Brieuc
1958,4319,Stage 12 : Bordeaux > Dax
1958,4319,Stage 1 : Bruxelles > Gand
1958,4319,Stage 14 : Pau > Luchon
1958,4319,Stage 13 : Dax > Pau
1958,4319,Stage 23 : Besançon > Dijon
1958,4319,Stage 22 : Aix-les-Bains > Besançon
1958,4319,Stage 21 : Briançon > Aix-les-Bains
1958,4319,Stage 20 : Gap > Briançon
1958,4319,Stage 24 : Dijon > Paris
1958,4319,Stage 18 : Mont Ventoux > Mont Ventoux
1958,4319,Stage 17 : Béziers > Nimes
1958,4319,Stage 16 : Toulouse > Béziers
1958,4319,Stage 15 : Luchon > Toulouse
1958,4319,Stage 19 : Carpentras > Gap
1959,4358,Stage 1 : Mulhouse > Metz
1959,4358,Stage 2 : Metz > Namur
1959,4358,Stage 3 : Namur > Roubaix
1959,4358,Stage 9 : Bordeaux > Bayonne
1959,4358,Stage 4 : Roubaix > Rouen
1959,4358,Stage 5 : Rouen > Rennes
1959,4358,Stage 6 : Blain > Nantes
1959,4358,Stage 7 : Nantes > La Rochelle
1959,4358,Stage 8 : La Rochelle > Bordeaux
1959,4358,Stage 10 : Bayonne > Bagnères-de-Bigorre
1959,4358,Stage 19 : Saint-Vincent d'Aoste > Annecy
1959,4358,Stage 12 : Saint Gaudens > Albi
1959,4358,Stage 22 : Dijon > Paris
1959,4358,Stage 21 : Seurre > Dijon
1959,4358,Stage 20 : Annecy > Chalon-sur-Saône
1959,4358,Stage 18 : Grenoble > Saint-Vincent d'Aoste
1959,4358,Stage 11 : Bagnères-de-Bigorre > Saint Gaudens
1959,4358,Stage 16 : Clermont-Ferrand > Saint-Etienne
1959,4358,Stage 15 : Clermont-Ferrand > Puy-de-Dôme
1959,4358,Stage 14 : Aurillac > Clermont-Ferrand
1959,4358,Stage 13 : Albi > Aurillac
1959,4358,Stage 17 : Saint-Etienne > Grenoble
1960,4173,Stage 8 : Angers > Limoges
1960,4173,Stage 1.1 : Lille > Bruxelles
1960,4173,Stage 1.2 : Bruxelles > Bruxelles
1960,4173,Stage 2 : Bruxelles > Dunkerque
1960,4173,Stage 3 : Dunkerque > Dieppe
1960,4173,Stage 4 : Dieppe > Caen
1960,4173,Stage 5 : Caen > Saint-Malo
1960,4173,Stage 6 : Saint-Malo > Lorient
1960,4173,Stage 7 : Lorient > Angers
1960,4173,Stage 9 : Limoges > Bordeaux
1960,4173,Stage 10 : Mont de Marsan > Pau
1960,4173,Stage 11 : Pau > Luchon
1960,4173,Stage 20 : Besançon > Troyes
1960,4173,Stage 19 : Pontarlier > Besançon
1960,4173,Stage 18 : Aix-les-Bains > Thonon
1960,4173,Stage 17 : Briançon > Aix-les-Bains
1960,4173,Stage 21 : Troyes > Paris
1960,4173,Stage 15 : Avignon > Gap
1960,4173,Stage 14 : Millau > Avignon
1960,4173,Stage 13 : Toulouse > Millau
1960,4173,Stage 12 : Luchon > Toulouse
1960,4173,Stage 16 : Gap > Briançon
1961,4397,Stage 8 : Chalon-sur-Saône > Saint-Etienne
1961,4397,Stage 1.1 : Rouen > Versailles
1961,4397,Stage 1.2 : Versailles > Versailles
1961,4397,Stage 2 : Pontoise > Roubaix
1961,4397,Stage 3 : Roubaix > Charleroi
1961,4397,Stage 4 : Charleroi > Metz
1961,4397,Stage 5 : Metz > Strasbourg
1961,4397,Stage 6 : Strasbourg > Belfort
1961,4397,Stage 7 : Belfort > Chalon-sur-Saône
1961,4397,Stage 9 : Saint-Etienne > Grenoble
1961,4397,Stage 21 : Tours > Paris
1961,4397,Stage 11 : Turin > Antibes
1961,4397,Stage 12 : Antibes > Aix en Provence
1961,4397,Stage 13 : Aix en Provence > Montpellier
1961,4397,Stage 14 : Montpellier > Perpignan
1961,4397,Stage 15 : Perpignan > Toulouse
1961,4397,Stage 16 : Toulouse > Superbagnères
1961,4397,Stage 17 : Luchon > Pau
1961,4397,Stage 18 : Pau > Bordeaux
1961,4397,Stage 19 : Bergerac > Périgueux
1961,4397,Stage 20 : Périgueux > Tours
1961,4397,Stage 10 : Grenoble > Turin
1962,4274,Stage 9 : La Rochelle > Bordeaux
1962,4274,Stage 8.1 : Saint Nazaire > Luçon
1962,4274,Stage 7 : Quimper > Saint Nazaire
1962,4274,Stage 6 : Dinard > Brest
1962,4274,Stage 1 : Nancy > Spa
1962,4274,Stage 4 : Amiens > Le Havre
1962,4274,Stage 3 : Bruxelles > Amiens
1962,4274,Stage 2.2 : Herenthals > Herenthals
1962,4274,Stage 2.1 : Spa > Herenthals
1962,4274,Stage 5 : Pont l'Evêque > Saint-Malo
1962,4274,Stage 10 : Bordeaux > Bayonne
1962,4274,Stage 8.2 : Luçon > La Rochelle
1962,4274,Stage 12 : Pau > Saint Gaudens
1962,4274,Stage 11 : Bayonne > Pau
1962,4274,Stage 21 : Lyon > Nevers
1962,4274,Stage 20 : Bourgoin > Lyon
1962,4274,Stage 19 : Briançon > Aix-les-Bains
1962,4274,Stage 18 : Antibes > Briançon
1962,4274,Stage 22 : Nevers > Paris
1962,4274,Stage 16 : Montpellier > Aix en Provence
1962,4274,Stage 15 : Carcassonne > Montpellier
1962,4274,Stage 14 : Luchon > Carcassonne
1962,4274,Stage 13 : Luchon > Superbagnères
1962,4274,Stage 17 : Aix en Provence > Antibes
1963,4138,Stage 7 : Angers > Limoges
1963,4138,Stage 1 : Paris > Épernay
1963,4138,Stage 2.1 : Reims > Jambes
1963,4138,Stage 2.2 : Jambes > Jambes
1963,4138,Stage 3 : Jambes > Roubaix
1963,4138,Stage 4 : Roubaix > Rouen
1963,4138,Stage 5 : Rouen > Rennes
1963,4138,Stage 6.1 : Rennes > Angers
1963,4138,Stage 6.2 : Angers > Angers
1963,4138,Stage 8 : Limoges > Bordeaux
1963,4138,Stage 9 : Bordeaux > Pau
1963,4138,Stage 18 : Chamonix > Lons-le-Saunier
1963,4138,Stage 11 : Bagnères-de-Bigorre > Luchon
1963,4138,Stage 12 : Luchon > Toulouse
1963,4138,Stage 13 : Toulouse > Aurillac
1963,4138,Stage 14 : Aurillac > Saint-Etienne
1963,4138,Stage 15 : Saint-Etienne > Grenoble
1963,4138,Stage 16 : Grenoble > val_d_isere
1963,4138,Stage 17 : val_d_isere > Chamonix
1963,4138,Stage 19 : Arbois > Besançon
1963,4138,Stage 20 : Besançon > Troyes
1963,4138,Stage 10 : Pau > Bagnères-de-Bigorre
1963,4138,Stage 21 : Troyes > Paris
1964,4504,Stage 8 : Thonon > Briançon
1964,4504,Stage 10.1 : Monaco > Hyères
1964,4504,Stage 7 : Champagnole > Thonon
1964,4504,Stage 9 : Briançon > Monaco
1964,4504,Stage 6 : Fribourg > Besançon
1964,4504,Stage 1 : Rennes > Lisieux
1964,4504,Stage 4 : Forest > Metz
1964,4504,Stage 3.2 : Forest > Forest
1964,4504,Stage 3.1 : Amiens > Forest
1964,4504,Stage 2 : Lisieux > Amiens
1964,4504,Stage 5 : Lunéville > Fribourg
1964,4504,Stage 10.2 : Hyères > Toulon
1964,4504,Stage 22.1 : Orléans > Versailles
1964,4504,Stage 12 : Montpellier > Perpignan
1964,4504,Stage 13 : Perpignan > Andorre
1964,4504,Stage 14 : Andorre > Toulouse
1964,4504,Stage 15 : Toulouse > Luchon
1964,4504,Stage 16 : Luchon > Pau
1964,4504,Stage 17 : Peyrehorade > Bayonne
1964,4504,Stage 18 : Bayonne > Bordeaux
1964,4504,Stage 19 : Bordeaux > Brive-la-Gaillarde
1964,4504,Stage 20 : Brive-la-Gaillarde > Puy-de-Dôme
1964,4504,Stage 21 : Clermont-Ferrand > Orléans
1964,4504,Stage 22.2 : Versailles > Paris
1964,4504,Stage 11 : Toulon > Montpellier
1965,4188,Stage 8 : La Rochelle > Bordeaux
1965,4188,Stage 7 : La Baule > La Rochelle
1965,4188,Stage 6 : Quimper > La Baule
1965,4188,Stage 5.2 : Chateaulin > Chateaulin
1965,4188,Stage 1.1 : Cologne > Liège
1965,4188,Stage 4 : Caen > Saint-Brieuc
1965,4188,Stage 3 : Roubaix > Rouen
1965,4188,Stage 2 : Liège > Roubaix
1965,4188,Stage 1.2 : Liège > Liège
1965,4188,Stage 5.1 : Saint-Brieuc > Chateaulin
1965,4188,Stage 9 : Dax > Bagnères-de-Bigorre
1965,4188,Stage 12 : Barcelone > Perpignan
1965,4188,Stage 11 : Ax-les-Thermes > Barcelone
1965,4188,Stage 22 : Versailles > Paris
1965,4188,Stage 21 : Auxerre > Versailles
1965,4188,Stage 20 : Lyon > Auxerre
1965,4188,Stage 19 : Mont Revard > Lyon
1965,4188,Stage 18 : Aix-les-Bains > Mont Revard
1965,4188,Stage 10 : Bagnères-de-Bigorre > Ax-les-Thermes
1965,4188,Stage 15 : Carpentras > Gap
1965,4188,Stage 14 : Montpellier > Mont Ventoux
1965,4188,Stage 13 : Perpignan > Montpellier
1965,4188,Stage 16 : Gap > Briançon
1965,4188,Stage 17 : Briançon > Aix-les-Bains
1966,4329,Stage 9 : Bordeaux > Bayonne
1966,4329,Stage 1 : Nancy > Charleville-Mézières
1966,4329,Stage 2 : Charleville-Mézières > Tournai
1966,4329,Stage 3.1 : Tournai > Tournai
1966,4329,Stage 3.2 : Tournai > Dunkerque
1966,4329,Stage 4 : Dunkerque > Dieppe
1966,4329,Stage 5 : Dieppe > Caen
1966,4329,Stage 6 : Caen > Angers
1966,4329,Stage 7 : Angers > Royan
1966,4329,Stage 8 : Royan > Bordeaux
1966,4329,Stage 10 : Bayonne > Pau
1966,4329,Stage 11 : Pau > Luchon
1966,4329,Stage 22.2 : Rambouillet > Paris
1966,4329,Stage 12 : Luchon > Revel
1966,4329,Stage 22.1 : Orléans > Rambouillet
1966,4329,Stage 21 : Montluçon > Orléans
1966,4329,Stage 20 : Saint-Etienne > Montluçon
1966,4329,Stage 18 : Ivrea > Chamonix
1966,4329,Stage 19 : Chamonix > Saint-Etienne
1966,4329,Stage 16 : Bourg-d'Oisans > Briançon
1966,4329,Stage 15 : Privas > Bourg-d'Oisans
1966,4329,Stage 14.2 : Aubenas > Vals-les-Bains
1966,4329,Stage 14.1 : Montpellier > Aubenas
1966,4329,Stage 13 : Revel > Sète
1966,4329,Stage 17 : Briançon > Turin
1967,4779,Stage 5.2 : Jambes > Jambes
1967,4779,Stage 8 : Strasbourg > Ballon d'Alsace
1967,4779,Stage 7 : Metz > Strasbourg
1967,4779,Stage 6 : Jambes > Metz
1967,4779,Stage 5.1 : Roubaix > Jambes
1967,4779,Stage 9 : Belfort > Divonne
1967,4779,Stage 3 : Caen > Amiens
1967,4779,Stage 2 : Saint-Malo > Caen
1967,4779,Stage 1 : Angers > Saint-Malo
1967,4779,Prologue : Angers > Angers
1967,4779,Stage 4 : Amiens > Roubaix
1967,4779,Stage 10 : Divonne > Briançon
1967,4779,Stage 22.2 : Versailles > Paris
1967,4779,Stage 12 : Digne-les-Bains > Marseille
1967,4779,Stage 11 : Briançon > Digne-les-Bains
1967,4779,Stage 22.1 : Fontainebleau > Versailles
1967,4779,Stage 21 : Clermont-Ferrand > Fontainebleau
1967,4779,Stage 19 : Bordeaux > Limoges
1967,4779,Stage 18 : Pau > Bordeaux
1967,4779,Stage 20 : Limoges > Puy-de-Dôme
1967,4779,Stage 16 : Toulouse > Luchon
1967,4779,Stage 15 : Sète > Toulouse
1967,4779,Stage 14 : Carpentras > Sète
1967,4779,Stage 13 : Marseille > Carpentras
1967,4779,Stage 17 : Luchon > Pau
1968,4492,Stage 5.1 : Rouen > Bagnoles-de-l'Orne
1968,4492,Stage 7 : Lorient > Nantes
1968,4492,Stage 6 : Dinard > Lorient
1968,4492,Stage 5.2 : Bagnoles-de-l'Orne > Dinard
1968,4492,Stage 8 : Nantes > Royan
1968,4492,Prologue : Vittel > Vittel
1968,4492,Stage 3.2 : Forest > Roubaix
1968,4492,Stage 3.1 : Forest > Forest
1968,4492,Stage 2 : Arlon > Forest
1968,4492,Stage 1 : Vittel > Esch-sur-Alzette
1968,4492,Stage 4 : Roubaix > Rouen
1968,4492,Stage 9 : Royan > Bordeaux
1968,4492,Stage 17 : Aurillac > Saint-Etienne
1968,4492,Stage 11 : Bayonne > Pau
1968,4492,Stage 10 : Bordeaux > Bayonne
1968,4492,Stage 22.2 : Melun > Paris
1968,4492,Stage 22.1 : Auxerre > Melun
1968,4492,Stage 21 : Besançon > Auxerre
1968,4492,Stage 19 : Grenoble > Sallanches
1968,4492,Stage 20 : Sallanches > Besançon
1968,4492,Stage 16 : Albi > Aurillac
1968,4492,Stage 15 : Font Romeu > Albi
1968,4492,Stage 14 : Seo de Urgel > Canet-Plage
1968,4492,Stage 13 : Saint Gaudens > Seo de Urgel
1968,4492,Stage 12 : Pau > Saint Gaudens
1968,4492,Stage 18 : Saint-Etienne > Grenoble
1969,4117,Stage 6 : Mulhouse > Ballon d'Alsace
1969,4117,Stage 8.2 : Divonne > Thonon
1969,4117,Stage 8.1 : Divonne > Divonne
1969,4117,Stage 5 : Nancy > Mulhouse
